"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n182.raw (F1)"	"Area: cbr_n190.raw (F2)"	"Area: cbr_n193.raw (F3)"	"Area: cbr_n204.raw (F4)"	"Area: cbr_n216.raw (F5)"	"Area: cbr_n228.raw (F6)"	"Area: cbr_o180.raw (F7)"	"Area: cbr_o188.raw (F8)"	"Area: cbr_o189.raw (F9)"	"Area: cbr_o196.raw (F10)"	"Area: cbr_o198.raw (F11)"	"Area: cbr_o199.raw (F12)"	"Area: cbr_o213.raw (F13)"	"Area: cbr_o220.raw (F14)"	"Area: cbr_o229.raw (F15)"	"Area: ct_n179.raw (F16)"	"Area: ct_n185.raw (F17)"	"Area: ct_n191.raw (F18)"	"Area: ct_n203.raw (F19)"	"Area: ct_n205.raw (F20)"	"Area: ct_n211.raw (F21)"	"Area: ct_n218.raw (F22)"	"Area: ct_n223.raw (F23)"	"Area: ct_n224.raw (F24)"	"Area: ct_o175.raw (F25)"	"Area: ct_o184.raw (F26)"	"Area: ct_o192.raw (F27)"	"Area: ct_o206.raw (F28)"	"Area: ct_o207.raw (F29)"	"Area: ct_o209.raw (F30)"	"Area: ct_o219.raw (F31)"	"Area: ct_o222.raw (F32)"	"Area: ct_o225.raw (F33)"	"Area: s06_174.raw (F34)"	"Area: s06_181.raw (F35)"	"Area: s06_186.raw (F36)"	"Area: s06_197.raw (F37)"	"Area: s06_208.raw (F38)"	"Area: s06_210.raw (F39)"	"Area: s06_217.raw (F40)"	"Area: s06_227.raw (F41)"	"Area: syd_n176.raw (F42)"	"Area: syd_n183.raw (F43)"	"Area: syd_n194.raw (F44)"	"Area: syd_n202.raw (F45)"	"Area: syd_n212.raw (F46)"	"Area: syd_o177.raw (F47)"	"Area: syd_o178.raw (F48)"	"Area: syd_o187.raw (F49)"	"Area: syd_o195.raw (F50)"	"Area: syd_o200.raw (F51)"	"Area: syd_o201.raw (F52)"	"Area: syd_o215.raw (F53)"	"Area: syd_o221.raw (F54)"	"Area: syd_o226.raw (F55)"
"False"	"TG(16:0_16:0_18:2)"	"C53 H101 N O6"	"Full match"	"Full match"	"847.76404"	"21.087"	"592508456.685979"	"Multiple matches found"	"67938268.046719"	""	"235057336.200128"	"273401720.612199"	""	""	"312975448.076318"	"382580183.048973"	"378217429.290017"	""	"108331001.645137"	"216118781.541645"	""	"592508456.685979"	"320311098.385176"	"328933064.159913"	"456091555.348301"	""	"315509376.659355"	"194570429.099226"	"529002076.504589"	"419757691.180609"	""	""	""	""	"413098465.404436"	""	""	"102670788.323006"	""	"55196538.8460967"	"308140352.612462"	""	""	"357260897.371928"	""	""	""	""	"410256475.852687"	"457991743.509732"	"273067156.173649"	"440972350.200193"	""	""	"366054157.788167"	"495919259.279459"	"496829388.153932"	""	"426248573.160995"	""	""	"516820713.502801"	""
"False"	"TG(16:0_16:0_18:3)"	"C53 H99 N O6"	"Full match"	"Full match"	"845.74860"	"20.759"	"575835777.943952"	"Multiple matches found"	""	"306935956.835149"	""	"200619369.418002"	""	"162605390.33648"	"409278776.854973"	"138146624.450058"	"291271212.879966"	"200263886.592894"	"41135978.7818326"	"254827232.548669"	"249376752.700984"	"315768732.258216"	"326199991.06137"	"64089109.8834776"	"443772169.427806"	"575835777.943952"	"254958003.501696"	"86190324.2321939"	"497337312.78553"	"404394761.774091"	"44468935.3832181"	"265313968.361407"	""	"195460037.171691"	"145382962.301882"	""	"104442407.663478"	"28290477.6591906"	"228721941.473987"	"19570989.9029538"	"27980619.6490077"	"271138566.784737"	"210211367.272406"	"169550674.674083"	"300368380.561074"	"204696352.886404"	"328198430.378054"	""	"248783938.072251"	"79400309.8167661"	"87798305.7110965"	"209835559.216997"	"107097437.590997"	"167292268.163335"	"209562082.657581"	"171073297.645638"	"232639600.973201"	""	"306963193.540196"	"241203536.567843"	"63215281.0870014"	"254574687.346687"	"166708719.661533"
"False"	"TG(16:0_16:0_18:1)"	"C53 H103 N O6"	"Full match"	"Full match"	"849.77970"	"21.425"	"489359193.928794"	"Single match found"	""	""	"37948664.726028"	"259014681.130242"	""	""	""	"315754246.584395"	""	"388098847.30785"	""	"153014671.827184"	""	""	"424038698.151921"	""	"454976426.379998"	""	"218259204.420019"	"163410182.211747"	"342965257.24119"	"381457654.025732"	""	""	"94307396.2924388"	"117089046.964029"	""	"253617655.043466"	"264039733.467389"	""	""	"26685291.0919952"	""	"454532819.0228"	"238636063.688123"	""	"361746519.963098"	"262438451.156311"	"255929206.370551"	""	""	""	"51098171.9256817"	""	""	""	""	""	"66167366.4642479"	"211657604.537692"	""	"353842762.247353"	""	"489359193.928794"	"229297012.203434"
"False"	"TG(16:0_16:1_16:1)"	"C51 H97 N O6"	"Full match"	"Full match"	"819.73287"	"20.666"	"461208146.745838"	"Single match found"	""	"98145270.7163161"	"155515946.166273"	"58891468.1181434"	"141049203.720906"	"44621823.7915843"	"148432982.127553"	"128329960.391024"	"112732370.386468"	"166113416.392695"	"200077293.437696"	"67928084.4528951"	"143239019.093938"	""	"166705399.640091"	"96016394.0378611"	"217383930.819398"	"195901693.654318"	"92046626.6579896"	"58264162.852866"	""	"164217577.150725"	"26667370.5747692"	"81317053.252937"	""	"145397157.042857"	"149237998.004636"	""	"97557322.1396026"	""	""	"11946415.3128561"	""	"461208146.745838"	"131213246.446148"	""	""	"167496220.268325"	""	"166799296.949321"	"38823506.9133522"	"126398402.339692"	""	"225271579.852332"	""	"119369263.230834"	""	"216841751.871776"	""	""	"170471806.531049"	""	""	""	"119589519.942465"
"False"	"TG(18:0_16:1_18:1)"	"C55 H105 N O6"	"Full match"	"Full match"	"875.79516"	"21.395"	"438613452.985574"	"Multiple matches found"	""	"271227324.397546"	""	"107539593.530409"	""	""	"364472109.048493"	"272570313.861641"	"287250373.75462"	"341751642.664954"	""	"168853959.804267"	"308094566.562849"	""	"345438000.377663"	"252552044.340204"	"400556279.830703"	"149120483.221006"	"76554775.2390151"	""	""	""	"123749897.248312"	"231956283.036709"	"168459057.404123"	"245777757.841411"	""	""	""	""	""	"52246321.8998439"	"256445327.344532"	"438613452.985574"	"412068600.825846"	"61427993.631898"	"385262232.687814"	""	"336846168.277668"	""	"353636782.871277"	"352075581.640653"	"213771066.715562"	"281126253.591714"	""	"165079168.032962"	"416606828.439749"	""	"335622952.301076"	"313158822.962666"	""	"263204894.738106"	""	"357277683.016152"	"265432925.169235"
"False"	"TG(16:0_18:1_18:2)"	"C55 H103 N O6"	"Not the top hit"	"Full match"	"873.77964"	"21.116"	"405647760.001448"	"Multiple matches found"	""	"162413556.477541"	"286899965.33317"	""	""	"220014859.268875"	""	"99334478.5479653"	"277847223.259871"	"173919471.297498"	"239919799.530495"	""	""	"56180250.8380053"	""	""	""	""	""	"21643061.7169357"	"120840000.977438"	"275614003.501868"	"68282150.653368"	"405647760.001448"	""	"149383668.276283"	""	""	"158569688.622494"	"58745375.8529384"	"195612540.524322"	"40662215.9585071"	"174792119.56831"	""	"229686509.345726"	""	"214890820.827689"	"205434222.51496"	"242035842.265258"	"164403757.777017"	""	""	"101518535.803364"	"163494354.692781"	"113933541.878802"	"99656772.4068593"	""	"19174396.4394683"	"193270677.210148"	"219862416.340024"	"255881158.27964"	"228409937.63616"	""	""	"169133365.9679"
"False"	"TG(18:1_12:2_11:2)"	"C44 H77 N O6"	"Full match"	"Full match"	"715.57609"	"17.880"	"343270778.239636"	"Single match found"	""	""	""	""	""	""	"38775254.5444717"	""	""	""	""	""	"672608.26160422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"36600.0939789464"	""	""	""	""	"343270778.239636"	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:0_16:1_16:0)"	"C51 H99 N O6"	"Full match"	"Full match"	"821.74848"	"21.087"	"342612210.343705"	"Multiple matches found"	"103410646.041205"	"85768025.286509"	"135663698.879016"	"79754455.8430257"	"89788440.9698673"	"28803154.0864059"	"121499640.231415"	"156791291.837582"	"85888060.90884"	"181121867.281902"	""	"44123942.7960489"	"144749522.594564"	"191431694.828709"	"147537214.017059"	""	""	"145421458.794259"	"74929367.8991832"	"68120384.1372994"	""	"158415208.156967"	"30324580.2913186"	"61754405.1696042"	"35519237.3395215"	""	""	"123189112.287674"	"130379664.428893"	"26705302.8738367"	"176004964.911937"	"12638781.8518197"	"93039804.1400365"	"342612210.343705"	"92275551.3510138"	"56183602.2773252"	"240830048.403398"	"123237154.182679"	"128304382.193773"	"186254126.172947"	"161058612.497345"	"184189017.646286"	""	"279234730.874823"	""	"143610253.149101"	""	"268535316.667791"	"222199908.022818"	"75094718.2065656"	"151973255.655249"	"154307855.754757"	"49446486.2730885"	"222291426.180758"	"108634235.856401"
"False"	"TG(16:0_18:1_18:3)"	"C55 H101 N O6"	"Not the top hit"	"Full match"	"871.76421"	"20.826"	"304261508.396275"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"218552296.941051"	""	""	""	""	""	"304261508.396275"	"27032879.0880327"	""	""	""	""	"90514784.5015494"	""	""	""	""	""	""	""	"95343990.4264945"	""	"79379237.1906687"	""	"109562297.985832"	""	""	""	""	""	""	""	""	""	"163672858.068952"	""	""	""	""	""
"False"	"PC(16:0_18:1)"	"C42 H82 N O8 P"	"Full match"	"Full match"	"759.57884"	"11.393"	"260908942.69689"	"Single match found"	"164647111.643371"	"152213429.591278"	"143829570.378358"	"93409173.0500088"	"89171989.9472501"	"132508836.036634"	"118170749.229931"	"191079463.260753"	"164183630.928009"	"248585980.904948"	"118713697.923082"	"94281392.1725827"	"152116729.069455"	"222622487.953705"	"161644640.537011"	"133007700.124222"	"140787621.203928"	"119589511.66396"	"121330732.034285"	"190031834.333398"	"111755145.994241"	"103486344.296377"	"97589358.0383745"	"88382320.4991087"	"74887375.767087"	"191913885.611757"	"189328247.57746"	"192643216.248075"	"99061848.2646611"	"117833520.198105"	"260908942.69689"	"106112505.076317"	"116317561.140143"	"165551384.388627"	"175086439.224761"	"166217458.821651"	"131554926.026769"	"164543121.233376"	"149027075.303912"	"91019583.0317448"	"152899404.424929"	"143026012.68008"	"236017980.228822"	"174461502.282921"	"200494237.359088"	"146884568.210257"	"182330249.074601"	"162117311.290644"	"211082656.470743"	"144560740.249928"	"165463451.815395"	"161104027.521056"	"131704752.039037"	"177425371.276141"	"183765809.089272"
"False"	"TG(16:0_16:1_6:0)"	"C41 H79 N O6"	"Full match"	"Full match"	"681.59149"	"17.686"	"253386672.541506"	"Multiple matches found"	""	""	""	"72931187.7509783"	""	""	""	""	"170004652.786005"	""	""	""	""	""	"253386672.541506"	""	"147472985.030301"	""	""	""	""	""	""	"41465572.0086784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"209418747.07467"	""	""	""	""	""	""	""	""	""	""	""	""	"1094853.0773347"	""	""
"False"	"TG(16:0_16:0_20:1)"	"C55 H107 N O6"	"Full match"	"Full match"	"877.81111"	"21.698"	"249068767.789869"	"Multiple matches found"	"90052331.4134647"	"132400977.082896"	"121404812.418277"	"95453341.0772491"	"107998111.748147"	"39922310.3915977"	"190980067.40723"	""	"124017279.976631"	""	"203570093.12191"	"61992031.832351"	""	""	"143049575.534831"	"165754261.678621"	"181598458.020997"	"167381250.707756"	"82019885.6948326"	"61580817.4702857"	"141176816.360767"	"142027692.011184"	"22782186.3244154"	""	"27741800.3206516"	"149233018.059757"	""	"93392688.1836328"	"84785563.4726828"	""	"115752981.478375"	"5485312.61548909"	"111407164.230028"	""	""	"80304139.4653833"	"149424952.831843"	"98912471.6422532"	"93733121.0736946"	"121814044.282036"	"87989231.8896761"	"249068767.789869"	""	"177558279.400832"	"110206251.98356"	"109607823.339691"	"200513947.608772"	"207931982.461571"	""	"82978855.4564215"	"120248638.231031"	""	"28630512.8449733"	""	"114580173.102053"
"False"	"TG(16:0_11:2_14:4)"	"C44 H75 N O6"	"Not the top hit"	"Full match"	"713.56039"	"16.772"	"215980488.135065"	"Multiple matches found"	"179781534.144563"	""	""	"215980488.135065"	"166346102.607757"	""	""	"93472075.7533306"	""	""	"156944006.78166"	""	""	""	""	""	"70361346.948787"	""	""	""	""	""	""	"152969791.790952"	"31536524.0016383"	""	"42024872.5738911"	""	"55847184.1053197"	"14365875.8610002"	""	"2790301.45471671"	""	"9018152.84440396"	"20804698.9532705"	"7492914.5993803"	"6843263.53202294"	"7697404.43156244"	"27926124.1555525"	"3931171.14882293"	""	""	"34760367.4988672"	""	"14348904.3692021"	""	"31889309.3946358"	"72138590.6094937"	"92193906.067595"	"86755307.1340154"	""	""	""	"76056149.3156064"	"98452942.5216151"
"False"	"PC(9:0_22:1)"	"C39 H76 N O8 P"	"Not the top hit"	"Full match"	"717.53181"	"11.935"	"191220844.13941"	"Multiple matches found"	"130647595.904868"	"191220844.13941"	"132681977.609839"	"104874300.512808"	"133172929.48093"	"118277357.494552"	"110570989.80693"	"150803240.853063"	"154844336.516198"	"163941708.9292"	"121310407.665229"	"118529000.491333"	"122465572.75424"	"169828707.923109"	"146732608.740205"	"132801837.716594"	"136869856.918167"	"128297638.301413"	"132594058.403091"	"153326378.416572"	"125404646.033936"	"96416143.2713959"	"89194053.4011526"	"101643175.384171"	"118146872.765185"	"147423251.788625"	"139714915.180755"	"156309366.170116"	"149426669.854326"	"102250918.259812"	"152582940.515722"	"87563956.828246"	"101838429.327378"	"130791298.948267"	"145930960.190754"	"141819447.523091"	"99394919.4368398"	"146065150.702202"	"137816780.80082"	"69983561.6558353"	"130244449.881463"	"109141879.953326"	"144187660.002638"	"145964134.353078"	"145797627.040846"	"110526890.424449"	"129425599.876127"	"153290209.270436"	"157686548.113383"	"148310322.853687"	"154728846.653551"	"138771312.693848"	"106318065.485001"	"150135821.483216"	"144296610.796701"
"False"	"TG(16:0_12:0_18:1)"	"C49 H95 N O6"	"Full match"	"Full match"	"793.71712"	"20.661"	"178746825.155194"	"Multiple matches found"	"46182569.4375794"	"46066693.1613946"	"61377347.8665093"	""	"53706614.8184161"	"16842216.059888"	""	"79627890.7957367"	""	"121577278.610579"	""	"25098412.0357705"	"87136107.8958821"	"120567289.660839"	"89050402.5589568"	""	""	""	"40123749.4003848"	""	""	"81561090.5908255"	"16110426.2682517"	"36803316.3578108"	"15036304.3137706"	"107162774.982036"	""	"77712458.6849462"	""	"11702215.0439176"	"116452183.050467"	"5467051.6893254"	"64234343.4729683"	"170172769.253847"	"36179133.7994033"	"39991043.0564626"	"85637026.7220862"	"60225290.8450152"	"53652088.1992259"	"78508564.998489"	"64783702.1088413"	""	""	""	"73157590.2170192"	""	"178746825.155194"	""	"125906546.725804"	"39838105.3376383"	"107689000.622099"	"74319208.6480772"	"22507981.9165569"	"112320951.841401"	""
"False"	"TG(18:1_18:1_18:3)"	"C57 H103 N O6"	"Not the top hit"	"Full match"	"897.77988"	"20.807"	"174081179.411899"	"Multiple matches found"	""	"174081179.411899"	"66846642.3405153"	"64973175.7860967"	"84839457.0385302"	"75988134.7538315"	"98558422.9686553"	"34915384.8197907"	"82478161.4594821"	"48978431.6355296"	"41838223.2984221"	"144876692.104"	""	"77225829.4299498"	""	"70523556.8027777"	"74313028.5143564"	"17511013.9788524"	""	"31608530.3765125"	""	""	""	"66140612.8691103"	"34876695.6932227"	"27647550.2142941"	"46903763.0492314"	"36939391.1204513"	"32806678.3524794"	""	"32232636.5950285"	"9642566.14962131"	"47251684.0288737"	"18202853.7687933"	"32772345.4219836"	"25919387.3977321"	"30965153.2277734"	""	"52524816.7349567"	"29724824.9310086"	"55470468.3781786"	"65848548.924908"	""	"32195234.6298673"	"20297787.0956558"	"33538942.9586005"	"15249837.9149641"	"31755962.0600244"	"22575063.8302752"	"50202397.2720269"	"55732563.0589968"	"57875248.9874022"	""	"36393109.5069317"	"45849047.7572439"
"False"	"TG(16:1_18:1_18:3)"	"C55 H99 N O6"	"Not the top hit"	"Full match"	"869.74864"	"20.389"	"159374594.537886"	"Multiple matches found"	"41394613.5325031"	""	"23967389.0910494"	""	""	""	""	"32645038.1434537"	"121508282.441937"	"31414228.5737806"	""	"46362596.1836972"	""	"159374594.537886"	"29279456.233379"	""	""	"41000028.394739"	"25182843.6428997"	""	"125466445.614609"	""	"5307484.10012438"	""	"22283964.1312144"	"17282991.9556231"	""	"39942865.3077466"	"40134911.3587534"	"8990977.26110178"	""	"4370172.34812693"	"57208647.0942278"	"35243317.8953175"	""	"32073435.3678674"	"55330791.0288745"	""	""	"55436941.0695301"	"107808479.18936"	"35765637.7108153"	""	"58806982.1648209"	""	"35019863.3319347"	"21316134.0027829"	"53457354.1392801"	""	"62927308.7467446"	"20087859.6432775"	"18759871.1728721"	"21530478.3254459"	"63044201.5754219"	"58532381.1573903"
"False"	"TG(16:1_16:1_18:2)"	"C53 H97 N O6"	"Not the top hit"	"Full match"	"843.73308"	"20.325"	"139583094.975114"	"Multiple matches found"	""	"139583094.975114"	""	"69469397.5263406"	""	""	""	""	"25988527.0375068"	""	""	""	"86627215.3219656"	""	""	"5447908.66287857"	"41614927.6076293"	""	"21977609.0621973"	""	""	""	"7760079.50349983"	""	"4232881.38450511"	""	""	""	""	"4890116.86610931"	""	"3153825.68165542"	""	""	"38333222.3497572"	""	"69567438.9985712"	"28672013.0347187"	""	""	""	"5901503.35342443"	""	""	"19464418.2091084"	""	"35114716.2839324"	""	""	""	"11436731.4252793"	""	""	""	""
"False"	"PC(18:1_18:1)"	"C44 H84 N O8 P"	"Not the top hit"	"Full match"	"785.59462"	"11.547"	"137360817.429325"	"Multiple matches found"	"59570056.4454396"	"37237932.0617251"	"42239156.5255338"	"29020487.9852739"	"34133167.6404584"	"42430976.2648991"	"32773170.468459"	"96778774.4493196"	"46140397.3090024"	"111332980.172144"	"35391670.2200341"	"22726200.6385608"	"42738712.133056"	"72467243.6050497"	"39320604.7290122"	"34287289.1061648"	"43622277.8546742"	"32387140.6009117"	"30875239.7061671"	"94070294.5092932"	"30553273.9813193"	"25044319.8410777"	"74686563.3735689"	"26941282.9014634"	"79286949.8680877"	"87225867.8463627"	"113033990.536094"	"97072007.2219535"	"76947358.7727521"	"90063147.4619395"	"137360817.429325"	"107053179.375072"	"33644590.6418343"	"57468158.1117697"	"114213738.343011"	"62273051.7568876"	"42009611.9172697"	"90030833.662318"	"41742006.6711319"	"40601846.1296073"	"58317244.4741589"	"35290509.6889797"	"119901765.433241"	"76350737.8062436"	"120004930.196777"	"41261730.9756035"	"86365236.5223893"	"49152123.3715753"	"69936926.7743818"	"56820662.6092713"	"51217057.6826794"	"45109012.8010751"	"61289151.3777624"	"95218499.0367971"	"65399579.6382892"
"False"	"TG(16:0_18:1_20:0)"	"C57 H111 N O6"	"Not the top hit"	"Full match"	"905.84251"	"21.949"	"135324376.9418"	"Multiple matches found"	"37109662.3854804"	"55027835.032023"	"47283062.4221251"	"42414364.3375771"	"54780847.2057163"	"16052636.8322804"	"86933089.1941909"	"72903772.2635902"	"54996397.8451289"	"135324376.9418"	"102192679.284103"	"23739800.9217221"	"131577899.375738"	"109932488.80177"	"89892400.6359066"	"97651420.8651124"	"103362922.727517"	"98604292.3724043"	"39743160.4125168"	"28559616.362547"	"81593915.8797785"	"66685236.4423805"	"9775961.15869228"	"23919872.499638"	"8331578.37923685"	"75873226.2085367"	"55991492.3297895"	"52263080.0458433"	"59509642.8732225"	"6583669.6631721"	"57405106.1898375"	"3818227.40831318"	"44553492.922548"	"131780545.643257"	"38459054.4701528"	"28752055.0934601"	"72875489.4658019"	"50113260.1554647"	"43680888.9369222"	"52524101.3444998"	"51669314.7809979"	"118845278.659104"	"35780203.6640244"	"86388156.3737793"	"52895055.2233342"	"55849533.6237031"	"93809508.598585"	"107237844.605363"	"100935166.706536"	"34597038.8407115"	"76760731.0828427"	"74842325.7941214"	"15163212.1268313"	"87436500.2647597"	"56951984.0240391"
"False"	"PG(14:0e_19:0)"	"C39 H79 O9 P"	"Not the top hit"	"Full match"	"722.54947"	"16.759"	"127056934.111672"	"Single match found"	"86402815.7851709"	"127056934.111672"	"79973117.4430706"	""	"42832644.1932804"	"100807858.404605"	"24709.8527271471"	"20885.4309626533"	"36211423.8594443"	"57523743.5145189"	"51718068.3547611"	"85061038.0945531"	"34011734.5040297"	"230368.671482426"	"74601224.6941712"	"45952029.9277578"	"90998050.4356838"	"12538.8770462606"	"36693317.0469474"	"25441.1240383177"	"14344280.871668"	"21497029.0820042"	"39741068.6506557"	"56143403.6710054"	"40972.8909421797"	"21251270.3918846"	"24363439.5119588"	"41664020.979382"	""	""	"25651016.2211946"	""	"29772.857371664"	""	""	""	""	""	"7023377.7458799"	""	"1447165.77612953"	""	"20429149.2194118"	"25326900.4704094"	""	"1815849.73883689"	"9253.13422804426"	"23243513.3451741"	"35872129.8320548"	"26029634.2445727"	"38839.0316136419"	"25830993.3794771"	"10815.6607326626"	"23605036.118233"	"37801550.793556"
"False"	"TG(16:0_18:2_12:0)"	"C49 H93 N O6"	"Full match"	"Full match"	"791.70158"	"20.194"	"119698940.36995"	"Multiple matches found"	"28782075.1079459"	"55984445.7918612"	"53897882.7752968"	"30060965.5820045"	"50296070.8643761"	"14603582.5708028"	"58693487.6648783"	"33562902.1157693"	"42028216.546481"	"65958091.547225"	"9904645.32395545"	"33331030.6487668"	"48863217.2310177"	"94240796.3300065"	"79458273.5440068"	"51816824.3731097"	"87951981.7635565"	"84718748.9133861"	"34926320.952986"	"24437578.2604072"	"81850614.8427833"	"69436133.8021023"	"8669989.67525123"	"36747454.3376644"	"11076357.4581945"	"55306306.4360592"	""	"45348384.8742995"	"43938473.4234244"	"7633698.38833809"	"102866677.994262"	"3335639.7720296"	"36937200.9169994"	"119698940.36995"	""	"16828727.0407769"	"55201636.8940854"	"37475146.8143696"	"50313984.3596619"	""	"49944401.5929267"	"73910957.8517341"	"33742125.2476489"	"72321659.9227209"	"29813058.1207041"	"38365904.0843477"	"93479720.1854832"	"67053866.8523194"	"71667294.5859287"	"27899345.7164842"	"58441860.4787618"	"34878875.1243778"	"11141220.1873084"	"67532724.0725919"	"36314732.0996602"
"False"	"TG(16:0_16:0_18:1)"	"C53 H103 N O6"	"Not the top hit"	"Full match"	"849.77991"	"22.026"	"118390610.158891"	"Single match found"	""	""	"78366763.9078543"	"11602548.958259"	""	""	""	""	"49702671.6461491"	"57706515.0195478"	"26421461.4051342"	""	""	""	""	""	"66386471.2931437"	""	""	""	""	"118390610.158891"	""	""	""	"61102518.4874926"	"83935914.7265235"	"20177002.6332586"	""	""	""	""	""	""	""	"31507893.3015739"	"12628098.1150117"	""	""	""	""	""	"16451579.4497332"	"31365355.5877628"	""	""	"8821125.09331775"	""	""	""	""	""	""	"55735270.7135011"	""
"False"	"TG(18:0_18:3_18:1)"	"C57 H105 N O6"	"Not the top hit"	"Full match"	"899.79538"	"21.151"	"117540878.632885"	"Multiple matches found"	"50361318.3784235"	"117540878.632885"	"56296034.1279127"	"66384342.76736"	"75944011.5902524"	"57967853.4801237"	"69976250.197909"	"34480165.5430159"	"64615836.7517001"	"25859255.6288998"	"40853228.6105013"	"110623773.963494"	"45984849.1789351"	"43688705.7407193"	"29317481.9880715"	"66942680.6535693"	"53903854.7483749"	"66709341.6090347"	"12538328.4424519"	"40749438.6950473"	"57400963.7119979"	"61253371.9036977"	"22028771.3108782"	"55655023.4364142"	"12722573.2109651"	"7533238.57371674"	"38303121.4699363"	"33841081.3209858"	"33252152.4596024"	"19539187.9645073"	"36666032.3987152"	"22013426.2947271"	"42373332.9426772"	"14422066.2630445"	"43322401.2764929"	"32520518.5523627"	"32234230.8215111"	"35648746.4263397"	"43302638.7185613"	"21584572.7449104"	"39748418.1554205"	"59584174.4828398"	"17528071.8855364"	"19799937.4803528"	"23761109.8995485"	"22181755.714036"	"14465882.7161998"	"25581261.4009908"	"26490499.5123293"	"35945778.0093966"	"43174842.3156639"	"43123263.4094912"	"33923841.9700429"	"34058505.7699022"	"30552643.037843"
"False"	"PG(14:1e_19:0)"	"C39 H77 O9 P"	"Not the top hit"	"Full match"	"720.53401"	"15.620"	"110023527.337677"	"Single match found"	"27510582.8447405"	"110023527.337677"	"34513887.8178657"	"51610676.6741453"	"42229.6803911468"	"72850655.3895388"	"23310774.5835736"	"23057649.3106156"	"26488082.2637654"	"34840776.2453261"	"28672062.8281856"	""	"23774692.5393316"	"19837091.9258202"	"153373.150733212"	"29061423.5709459"	"51880968.8325655"	"14792809.3706978"	"3303339.50800694"	"21084958.1781805"	"13369827.1973451"	"20263974.4891932"	"22999200.5814165"	"3763471.41320132"	""	"7289778.32337556"	"8998732.93783687"	"20965701.3382537"	"8679820.57178206"	""	"13364855.4146232"	""	"16429006.4623866"	""	""	""	"2441.22755687147"	""	"4877700.54303276"	""	"6432183.52838989"	"66324410.0924862"	"6410965.43272113"	"19131261.2256911"	""	"17438488.4625396"	""	"10449043.5034802"	"15315679.804189"	"13480928.2223409"	"33082053.4181424"	"16728988.0021588"	""	"19738222.6277122"	"24336093.5173979"
"False"	"TG(11:0_18:2_16:0)"	"C48 H91 N O6"	"Full match"	"Full match"	"777.68592"	"20.062"	"106051035.724646"	"Multiple matches found"	"18462203.7296934"	"39655457.9224644"	"45652021.3275734"	"28313111.3259459"	"7989815.2921119"	"56707821.6481885"	""	"19141569.7687002"	""	"41028585.433576"	"44212999.9190551"	"43845552.3250647"	"30814565.8525723"	"53549093.3647772"	"26518574.9882987"	""	"36077857.5506465"	"75258633.7552332"	"38460665.0161887"	"17238050.3871303"	"47536039.8509235"	"41085077.3732208"	"15617615.7766842"	""	"12874163.2420428"	"22142033.5576079"	""	"62652442.7130248"	"25826439.7418833"	"6206492.71780933"	"27723381.7720471"	"2333373.32748468"	"35795972.3785062"	"25519275.2813285"	"13969294.4192877"	"15534398.9650796"	"33990671.1382279"	"11067188.9822288"	""	"21534585.9803919"	"8096565.14921043"	"36005556.5834703"	"7495494.26052991"	"27079648.3444812"	"106051035.724646"	"14711436.0236369"	"15411614.0426194"	""	"19040360.6614172"	""	""	"1061923.00554194"	"23622693.6571893"	"13885551.2792844"	"74417738.134743"
"False"	"TG(4:0_16:1_16:0)"	"C39 H75 N O6"	"Not the top hit"	"Full match"	"653.56035"	"16.290"	"105602679.326132"	"Single match found"	""	""	""	"11894654.3469373"	""	"1969468.94545229"	""	""	""	"105602679.326132"	""	""	""	""	""	"4890027.35326033"	""	"23741247.6814561"	""	"12024306.6715137"	""	""	"5937890.40747663"	"5898850.717458"	"4231789.78639127"	""	""	""	""	"8020543.38407095"	"36393856.8776248"	"4053784.60735597"	""	""	"40407990.7667654"	"27632315.2674465"	""	""	""	""	""	"13041659.0961951"	"33151894.2336058"	""	""	""	""	""	""	""	""	""	"10683345.4043499"	""	""
